DT_MEDICAO
1653969600000
1653973200000
1653976800000
1653980400000
1653984000000
1653987600000
1653991200000
1653994800000
1653998400000
1654002000000
1654005600000
1654009200000
1654012800000
1654016400000
1654020000000
1654023600000
1654027200000
1654030800000
1654034400000
1654038000000
1654041600000
1654045200000
1654048800000
1654052400000
1654056000000
1654059600000
1654063200000
1654066800000
1654070400000
1654074000000
1654077600000
1654081200000
1654084800000
1654088400000
1654092000000
1654095600000
1654099200000
1654102800000
1654106400000
1654110000000
1654113600000
1654117200000
1654120800000
1654124400000
1654128000000
1654131600000
1654135200000
1654138800000
1654142400000
1654146000000
1654149600000
1654153200000
1654156800000
1654160400000
1654164000000
1654167600000
1654171200000
1654174800000
1654182000000
1654185600000
1654189200000
1654192800000
1654196400000
1654200000000
1654203600000
1654207200000
1654210800000
1654214400000
1654218000000
1654221600000
1654225200000
1654228800000
1654232400000
1654236000000
1654239600000
1654243200000
1654246800000
1654250400000
1654254000000
1654257600000
1654261200000
1654264800000
1654268400000
1654272000000
1654275600000
1654279200000
1654282800000
1654286400000
1654290000000
1654293600000
1654297200000
1654300800000
1654304400000
1654308000000
1654311600000
1654315200000
1654318800000
1654322400000
1654326000000
1654329600000
1654333200000
1654336800000
1654340400000
1654344000000
1654347600000
1654351200000
1654354800000
1654358400000
1654362000000
1654365600000
1654369200000
1654372800000
1654376400000
1654380000000
1654383600000
1654387200000
1654390800000
1654394400000
1654398000000
1654401600000
1654405200000
1654408800000
1654412400000
1654416000000
1654419600000
1654423200000
1654426800000
1654430400000
1654434000000
1654437600000
1654441200000
1654444800000
1654448400000
1654452000000
1654455600000
1654459200000
1654462800000
1654466400000
1654470000000
1654473600000
1654477200000
1654480800000
1654484400000
1654488000000
1654491600000
1654495200000
1654498800000
1654502400000
1654506000000
1654509600000
1654513200000
1654516800000
1654520400000
1654524000000
1654527600000
1654531200000
1654534800000
1654538400000
1654542000000
1654545600000
1654549200000
1654552800000
1654556400000
1654560000000
1654563600000
1654567200000
1654570800000
1654574400000
1654578000000
1654581600000
1654585200000
1654588800000
1654592400000
1654596000000
1654599600000
1654603200000
1654606800000
1654610400000
1654614000000
1654617600000
1654621200000
1654624800000
1654628400000
1654632000000
1654635600000
1654639200000
1654642800000
1654646400000
1654650000000
1654653600000
1654657200000
1654660800000
1654664400000
1654668000000
1654671600000
1654675200000
1654678800000
1654682400000
1654686000000
1654689600000
1654693200000
1654696800000
1654700400000
1654704000000
1654707600000
1654711200000
1654714800000
1654718400000
1654722000000
1654725600000
1654729200000
1654732800000
1654736400000
1654740000000
1654743600000
1654747200000
1654750800000
1654754400000
1654758000000
1654761600000
1654765200000
1654768800000
1654772400000
1654776000000
1654779600000
1654783200000
1654786800000
1654790400000
1654794000000
1654797600000
1654801200000
1654804800000
1654808400000
1654812000000
1654815600000
1654819200000
1654822800000
1654826400000
1654830000000
